clip_A,clip_B,clip_C,simple_chroma_similar,simple_chroma_dissimilar,simple_mfcc_similar,simple_mfcc_dissimilar,"y = sim(A,B) > sim(A,C) ^ sim(B,A) > sim(B,C)"
35976|8/mercy_machine-in_your_bed__the_remixes-08-invisible_cosmic_sea_shanty_mix-262-291.mp3,7807|0/solace-iman-02-iman-146-175.mp3,78|9/american_bach_soloists-heinrich_schutz__musicalische_exequien-01-musicalische_exequien_swv_279_teil_i_concert_in_form_einer_teutschen_begrabnismissa-1132-1161.mp3,6.2257835932126095,7.0066545423091968,431.89475869642547,1002.3754628653749,1
35976|8/mercy_machine-in_your_bed__the_remixes-08-invisible_cosmic_sea_shanty_mix-262-291.mp3,7807|0/solace-iman-02-iman-146-175.mp3,78|9/american_bach_soloists-heinrich_schutz__musicalische_exequien-01-musicalische_exequien_swv_279_teil_i_concert_in_form_einer_teutschen_begrabnismissa-1132-1161.mp3,6.5437648118782299,7.2675355183735801,488.56946798428351,1320.3674414695977,1
46456|0/beth_quist-silver-11-planet-291-320.mp3,27316|a/mr_gelatine-electroluv-06-hiphop110-30-59.mp3,37064|1/tim_rayborn-ashek-08-ravan-639-668.mp3,8.3841704698560999,2.527499328215506,932.92926074443562,1447.6368752954286,1
46456|0/beth_quist-silver-11-planet-291-320.mp3,27316|a/mr_gelatine-electroluv-06-hiphop110-30-59.mp3,37064|1/tim_rayborn-ashek-08-ravan-639-668.mp3,5.4812875917651978,4.2925412254774002,519.89642162499365,805.49318866982912,1
14233|3/american_baroque-mozart_4_quartets_for_strings_and_winds-03-oboe_quartet_in_f_k370__rondeau-59-88.mp3,41133|b/ehren_starks-the_depths_of_a_year-09-subtle_groove-0-29.mp3,49228|8/daniel_berkman-calabashmoon-12-train_to_bamako-30-59.mp3,6.5613908158627714,7.9916286632982425,622.98845010084949,590.31384933940399,1
14233|3/american_baroque-mozart_4_quartets_for_strings_and_winds-03-oboe_quartet_in_f_k370__rondeau-59-88.mp3,41133|b/ehren_starks-the_depths_of_a_year-09-subtle_groove-0-29.mp3,49228|8/daniel_berkman-calabashmoon-12-train_to_bamako-30-59.mp3,7.2432338954199107,8.6522737807789589,592.1181890783422,809.93515266057386,1
31108|5/human_response-survival-07-distance-262-291.mp3,9312|5/sitar-first_congregational_church_concert-02-raga_patdeep__gat__jay_kishor-1277-1306.mp3,11904|d/belief_systems-eproms-03-boiling-175-204.mp3,8.4764063236720926,3.7251186052222116,567.12206165810153,856.38270119305776,1
31108|5/human_response-survival-07-distance-262-291.mp3,9312|5/sitar-first_congregational_church_concert-02-raga_patdeep__gat__jay_kishor-1277-1306.mp3,11904|d/belief_systems-eproms-03-boiling-175-204.mp3,8.6550757498694892,6.5728391158483319,691.47732033726288,774.15780533898669,1
47770|6/jeni_melia-the_lost_art_of_wooing-12-come_away_come_sweet_love_john_dowland-30-59.mp3,1743|6/stargarden-ambient_excursions-01-ghosts_of_ocean_gardens-146-175.mp3,28712|8/hybris-the_first_words-06-rotten_flowers-30-59.mp3,5.9814697733540267,5.8287984087405196,1009.1760379655498,1088.0107557216893,1
47770|6/jeni_melia-the_lost_art_of_wooing-12-come_away_come_sweet_love_john_dowland-30-59.mp3,1743|6/stargarden-ambient_excursions-01-ghosts_of_ocean_gardens-146-175.mp3,28712|8/hybris-the_first_words-06-rotten_flowers-30-59.mp3,7.0929416547177775,5.2702979028643604,889.89434108278351,891.12462864891427,1
40851|6/hoxman-synthesis_of_five-09-snake_eye-0-29.mp3,50537|f/norine_braun-and_the_mood_swings-13-running_on_the_edge-204-233.mp3,37980|f/satori-healing_sounds_of_tibet-08-tibetan_trance-59-88.mp3,8.8167473414785462,7.7926443757863151,528.92134365906259,326.02246291127483,1
40851|6/hoxman-synthesis_of_five-09-snake_eye-0-29.mp3,50537|f/norine_braun-and_the_mood_swings-13-running_on_the_edge-204-233.mp3,37980|f/satori-healing_sounds_of_tibet-08-tibetan_trance-59-88.mp3,7.6544150191113172,8.8409716189241419,750.77267768201955,608.75793065644086,1
44918|e/steven_devine-portrait_of_an_english_harpsichord-11-sonata_no_1_in_f_major_allegro_thomas_arne-0-29.mp3,44689|7/rob_costlow-woods_of_chaos-10-twilight-88-117.mp3,6034|0/chris_harvey-the_white_sail-02-allegiance-146-175.mp3,5.511821681283843,5.8003581333600174,737.06079672384226,1296.9545540927847,1
44918|e/steven_devine-portrait_of_an_english_harpsichord-11-sonata_no_1_in_f_major_allegro_thomas_arne-0-29.mp3,44689|7/rob_costlow-woods_of_chaos-10-twilight-88-117.mp3,6034|0/chris_harvey-the_white_sail-02-allegiance-146-175.mp3,4.8374102524354354,5.303377294046375,728.96633211232415,1117.1200596165231,1
54503|9/the_strap_ons-geeking_crime-17-k_christ-30-59.mp3,55292|0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-18-prelude_and_fugue_no__21_in_bflat_major_bwv_890_fuga-30-59.mp3,36219|2/drop_trio-big_dipper-08-leftys_alone-117-146.mp3,7.197586430433951,7.7241975869431698,1690.0579857344817,921.34034477429077,1
54503|9/the_strap_ons-geeking_crime-17-k_christ-30-59.mp3,55292|0/daniel_ben_pienaar-book_2_cd2_welltempered_clavier-18-prelude_and_fugue_no__21_in_bflat_major_bwv_890_fuga-30-59.mp3,36219|2/drop_trio-big_dipper-08-leftys_alone-117-146.mp3,7.5446788621430425,5.7234826900563958,1906.2960012867281,1185.8761382899925,1
9899|5/edward_martin_and_paul_berget-baroque_lute_duets-02-sonata_in_c_major_weiss__allegro_1_and_2-204-233.mp3,32218|8/tim_rayborn-veils_of_light-07-maaz_zami-30-59.mp3,10775|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-1480-1509.mp3,6.8968884522332479,6.9107354273292625,1074.5898861105979,849.72247010579861,1
9899|5/edward_martin_and_paul_berget-baroque_lute_duets-02-sonata_in_c_major_weiss__allegro_1_and_2-204-233.mp3,32218|8/tim_rayborn-veils_of_light-07-maaz_zami-30-59.mp3,10775|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-1480-1509.mp3,7.1674203944329689,6.0925627518408154,1092.8463563348228,987.92211593448087,1
13737|f/thursday_group-first_album-03-lynchs_law-117-146.mp3,36086|2/stellamara-star_of_the_sea-08-karuna-262-291.mp3,5498|c/the_art_of_the_lute_player-the_art_of_the_lute_player-01-un_gay_bergier__thomas_crecquillion__valentin_bakfark__jacob_heringman-117-146.mp3,5.1596304787094338,6.2462337888919457,591.17877680458173,1479.5617956223991,1
13737|f/thursday_group-first_album-03-lynchs_law-117-146.mp3,36086|2/stellamara-star_of_the_sea-08-karuna-262-291.mp3,5498|c/the_art_of_the_lute_player-the_art_of_the_lute_player-01-un_gay_bergier__thomas_crecquillion__valentin_bakfark__jacob_heringman-117-146.mp3,6.2713435898484748,6.4866045966570676,646.67382881580988,974.23551383945846,1
19598|9/suzanne_teng-enchanted_wind-04-septembers_angels-175-204.mp3,53758|6/jeni_melia-the_lost_art_of_wooing-16-lady_careys_dump_anon-30-59.mp3,6959|e/solace-balance-02-dragon_and_sword-349-378.mp3,5.8018112722921362,7.6468772198056216,431.46323884422532,1366.140838792247,1
19598|9/suzanne_teng-enchanted_wind-04-septembers_angels-175-204.mp3,53758|6/jeni_melia-the_lost_art_of_wooing-16-lady_careys_dump_anon-30-59.mp3,6959|e/solace-balance-02-dragon_and_sword-349-378.mp3,7.2339465438771553,7.0744190947428427,510.3582679372372,1667.8454713462379,1
36624|1/four_stones-chronic_dreams-08-ocean_in_her_head_spliff_mix-146-175.mp3,13363|f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-378-407.mp3,40228|f/jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-09-o_gelosia_de_amanti-0-29.mp3,5.5831193262900367,5.533908849881124,807.09712903751733,1188.3954413092483,1
36624|1/four_stones-chronic_dreams-08-ocean_in_her_head_spliff_mix-146-175.mp3,13363|f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-378-407.mp3,40228|f/jacob_heringman_and_catherine_king-alonso_mudarra_songs_and_solos-09-o_gelosia_de_amanti-0-29.mp3,6.9036136961845465,5.7244435319477649,922.86682613609059,1861.0678964856629,1
44532|6/falik-streaks_and_strokes-10-the_last_faery-0-29.mp3,21321|e/hans_christian-phantoms-05-atlantis-59-88.mp3,39220|8/beth_quist-lucidity-09-ferte_preza_na_prezarro-146-175.mp3,5.3236684328980539,4.5132115588668817,711.00731890700354,576.72702755758837,1
44532|6/falik-streaks_and_strokes-10-the_last_faery-0-29.mp3,21321|e/hans_christian-phantoms-05-atlantis-59-88.mp3,39220|8/beth_quist-lucidity-09-ferte_preza_na_prezarro-146-175.mp3,5.3173507595343672,3.5927669406331009,714.25117097593943,549.80591691469704,1
43201|a/bjorn_fogelberg-karooshi_porn-10-low_level_format-0-29.mp3,36572|e/yongen-moonrise-08-nylon_heart-117-146.mp3,52271|1/etherine-24_days-14-what_if_it_happened_somewhere_else-59-88.mp3,5.117521142156753,5.9091033464352218,880.60932672397416,1002.4686009117308,1
43201|a/bjorn_fogelberg-karooshi_porn-10-low_level_format-0-29.mp3,36572|e/yongen-moonrise-08-nylon_heart-117-146.mp3,52271|1/etherine-24_days-14-what_if_it_happened_somewhere_else-59-88.mp3,4.5424759485127062,6.0345045182349297,822.62906407448054,633.77207447826822,1
2848|4/norine_braun-modern_anguish-01-modern_anguish-204-233.mp3,13138|b/electric_frankenstein-dead_and_back-03-good_for_nothing-88-117.mp3,53779|b/la_primavera-english_renaissance_music-16-martin_said_to_his_man_anon-59-88.mp3,4.8829237329241924,8.0342175285890516,535.88841711943655,595.34038913025017,1
2848|4/norine_braun-modern_anguish-01-modern_anguish-204-233.mp3,13138|b/electric_frankenstein-dead_and_back-03-good_for_nothing-88-117.mp3,53779|b/la_primavera-english_renaissance_music-16-martin_said_to_his_man_anon-59-88.mp3,4.9632998630806684,5.5493409847006427,483.23874016029083,935.74507381435001,1
12739|c/hands_upon_black_earth-hands_upon_black_earth-03-effigy-146-175.mp3,6033|0/chris_harvey-the_white_sail-02-allegiance-117-146.mp3,5192|0/william_brooks-bitter_circus-01-the_gift-88-117.mp3,5.7511419577720204,7.1888942399623765,1152.6267703334631,590.2645981091689,1
12739|c/hands_upon_black_earth-hands_upon_black_earth-03-effigy-146-175.mp3,6033|0/chris_harvey-the_white_sail-02-allegiance-117-146.mp3,5192|0/william_brooks-bitter_circus-01-the_gift-88-117.mp3,5.2278852932095843,4.4487867905920462,1082.9753246308665,1392.4325186650599,1
24470|e/touchinggrace-submission-05-sitar_study-204-233.mp3,8305|f/tilopa-turkishauch-02-meifrui_i-204-233.mp3,6020|d/ambient_teknology-the_all_seeing_eye_project-02-all_seeing_eye-146-175.mp3,4.9965010227022351,5.6985488473621322,719.85047222842786,1000.2401025642625,1
24470|e/touchinggrace-submission-05-sitar_study-204-233.mp3,8305|f/tilopa-turkishauch-02-meifrui_i-204-233.mp3,6020|d/ambient_teknology-the_all_seeing_eye_project-02-all_seeing_eye-146-175.mp3,6.9687069983426557,3.3217150561069642,856.29658839634385,1428.2619873546614,1
39639|e/jamie_janover_and_michael_masley-all_strings_considered-09-innerlude-30-59.mp3,13759|7/james_edwards-canarios-03-marionas__gerau-117-146.mp3,6259|e/jamie_janover_and_michael_masley-all_strings_considered-02-birds_of_mindrise-204-233.mp3,5.6056744485731089,4.6120055149608694,813.77398937860414,307.8218458920918,1
39639|e/jamie_janover_and_michael_masley-all_strings_considered-09-innerlude-30-59.mp3,13759|7/james_edwards-canarios-03-marionas__gerau-117-146.mp3,6259|e/jamie_janover_and_michael_masley-all_strings_considered-02-birds_of_mindrise-204-233.mp3,4.848957949726441,5.0501505334688943,744.34055632119214,803.56694375611892,1
40435|9/the_kokoon-berlin-09-passion_of_life-175-204.mp3,30445|0/ammonite-reconnection-07-angel_hold_on___-262-291.mp3,5853|6/ralph_meulenbroeks-gambomania-02-arabesque_martin_marais-117-146.mp3,5.7621039274751187,5.3906424297975377,443.33166916878957,1411.1260951579154,1
40435|9/the_kokoon-berlin-09-passion_of_life-175-204.mp3,30445|0/ammonite-reconnection-07-angel_hold_on___-262-291.mp3,5853|6/ralph_meulenbroeks-gambomania-02-arabesque_martin_marais-117-146.mp3,6.3148179431673128,6.0246374850250248,433.5166117605404,1044.8860998618215,1
5783|a/rhonda_lorence-winter_moon-01-winter_moon-233-262.mp3,40683|d/beth_quist-shall_we_dance-09-ritual-291-320.mp3,50307|e/magnatune_com-magnatune_at_the_cc_salon-13-one_at_a_time_burnshee_thornside-117-146.mp3,5.8556916188315027,3.5487667667318887,570.37631481517371,476.40922372098692,1
5783|a/rhonda_lorence-winter_moon-01-winter_moon-233-262.mp3,40683|d/beth_quist-shall_we_dance-09-ritual-291-320.mp3,50307|e/magnatune_com-magnatune_at_the_cc_salon-13-one_at_a_time_burnshee_thornside-117-146.mp3,6.29076149643309,5.1417442790427277,769.80467390518447,860.61998788103017,1
41690|7/falik-elvolution-09-what_not_things_seem_are_they-0-29.mp3,35753|4/dj_cary-downtempo_chill_2-08-huan_ying_mr_gelatine-30-59.mp3,8773|b/satori-journey_to_other_worlds-02-other_worlds-1596-1625.mp3,4.9996415566146215,6.6632515213792605,782.36204457134636,1106.1681963932137,1
41690|7/falik-elvolution-09-what_not_things_seem_are_they-0-29.mp3,35753|4/dj_cary-downtempo_chill_2-08-huan_ying_mr_gelatine-30-59.mp3,8773|b/satori-journey_to_other_worlds-02-other_worlds-1596-1625.mp3,7.7701164379310992,7.0328954984593626,756.89149088050829,519.28113163617172,1
33882|b/paul_beier-alessandro_piccinini-07-toccata_xvii-30-59.mp3,57076|d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-22-prelude_and_fugue_no__11_in_f_major_bwv_880_fuga-59-88.mp3,9150|a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-175-204.mp3,7.285326775201562,3.5054868236415202,706.93468360132374,848.05557596114181,1
33882|b/paul_beier-alessandro_piccinini-07-toccata_xvii-30-59.mp3,57076|d/daniel_ben_pienaar-book_2_cd1_welltempered_clavier-22-prelude_and_fugue_no__11_in_f_major_bwv_880_fuga-59-88.mp3,9150|a/bjorn_fogelberg-karooshi_porn-02-quite_derivative-175-204.mp3,7.8204953810023703,8.0885048139850664,740.77118611356354,1355.5082534687679,1
29295|f/rapoon-tin_of_drum-06-southbound-639-668.mp3,50200|b/cargo_cult-alchemy-13-matt-0-29.mp3,33887|b/paul_beier-alessandro_piccinini-07-toccata_xvii-175-204.mp3,6.2938908242917497,8.5194995955179245,576.081307043121,705.38975410196554,1
29295|f/rapoon-tin_of_drum-06-southbound-639-668.mp3,50200|b/cargo_cult-alchemy-13-matt-0-29.mp3,33887|b/paul_beier-alessandro_piccinini-07-toccata_xvii-175-204.mp3,6.7645366479168754,7.9902524870108671,556.15107603433808,641.06249190965377,1
24125|f/lizzi-love_and_you_and_i-05-remedy-175-204.mp3,39174|e/magnatune_compilation-high_energy_rock_and_roll-09-electric_frankenstein_new_rage-59-88.mp3,38341|f/the_headroom_project-jetuton_andawai-09-anu_de_dilaho-0-29.mp3,7.6219867605363021,7.4234062246286721,846.77540792631692,1513.2502533732836,1
24125|f/lizzi-love_and_you_and_i-05-remedy-175-204.mp3,39174|e/magnatune_compilation-high_energy_rock_and_roll-09-electric_frankenstein_new_rage-59-88.mp3,38341|f/the_headroom_project-jetuton_andawai-09-anu_de_dilaho-0-29.mp3,8.2329052015006479,6.4675511254151905,1048.5935223903127,1582.4001353828717,1
21116|1/solace-the_gathering_season-05-aenaem-349-378.mp3,2443|5/thursday_group-uncle_mean-01-like_white_on_rice-117-146.mp3,49590|c/edward_martin-art_of_the_lute_in_renaissance_france-13-aupres_de_vous_sermisy-30-59.mp3,7.5959292769023365,7.3521142696111568,509.38650593889054,824.51488118444627,1
21116|1/solace-the_gathering_season-05-aenaem-349-378.mp3,2443|5/thursday_group-uncle_mean-01-like_white_on_rice-117-146.mp3,49590|c/edward_martin-art_of_the_lute_in_renaissance_france-13-aupres_de_vous_sermisy-30-59.mp3,2.9869369459314967,4.6984727497333703,493.99773716776184,1157.1826133939617,1
49373|e/briddes_roune-lenten_is_come-12-worldes_blis-88-117.mp3,51861|7/jeni_melia-the_last_of_old_england-14-she_moved_through_the_fair_trad-117-146.mp3,10900|5/paul_beier-simone_molinaro-02-ung_gaij_bergier__canzone_francese_a_quattro_di_thomas_crequillon-146-175.mp3,3.4251199508547421,7.308552516990261,1182.4762786150525,808.38394746680694,1
49373|e/briddes_roune-lenten_is_come-12-worldes_blis-88-117.mp3,51861|7/jeni_melia-the_last_of_old_england-14-she_moved_through_the_fair_trad-117-146.mp3,10900|5/paul_beier-simone_molinaro-02-ung_gaij_bergier__canzone_francese_a_quattro_di_thomas_crequillon-146-175.mp3,3.264674187336321,7.5668523790943141,1205.4384380572083,1342.3492118209983,1
4167|3/etherfysh-box_of_fysh-01-sanctuary-552-581.mp3,5239|d/rapoon-vernal_crossing-01-the_same_river_once-88-117.mp3,23031|4/seismic_anamoly-sweet_rock_candy-05-kick_in_tha_nuts-0-29.mp3,5.606118393137403,9.1438330348683809,545.49880873150437,532.0316852874729,1
4167|3/etherfysh-box_of_fysh-01-sanctuary-552-581.mp3,5239|d/rapoon-vernal_crossing-01-the_same_river_once-88-117.mp3,23031|4/seismic_anamoly-sweet_rock_candy-05-kick_in_tha_nuts-0-29.mp3,6.6176500819609574,8.1219841447737906,564.22804928000164,877.65103790541809,1
23780|e/yongen-moonrise-05-one-204-233.mp3,11633|0/apa_ya-apa_ya-03-antare_e_dhu-175-204.mp3,3914|5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-1509-1538.mp3,6.7258303328642466,6.4129406623434901,550.81284642434935,923.49573672211409,1
23780|e/yongen-moonrise-05-one-204-233.mp3,11633|0/apa_ya-apa_ya-03-antare_e_dhu-175-204.mp3,3914|5/sitar-first_congregational_church_concert-01-raga_patdeep__alap__jay_kishor-1509-1538.mp3,7.7580572197077879,6.0886071378219251,518.50376146596,881.83822084479948,1
13998|6/stargarden-ambient_excursions-03-mt_fuji-494-523.mp3,20805|e/tilopa-out_of_the_blue-04-wings_over_water-320-349.mp3,46366|7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-11-osanna_in_exelsis-117-146.mp3,8.0073253148414736,6.2532241599276368,1224.3056515243225,656.18213660282845,1
13998|6/stargarden-ambient_excursions-03-mt_fuji-494-523.mp3,20805|e/tilopa-out_of_the_blue-04-wings_over_water-320-349.mp3,46366|7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-11-osanna_in_exelsis-117-146.mp3,6.2281472386763843,6.0066083492400173,1222.4897934675228,1082.290627526208,1
27333|a/kitka-nectar-06-hopp_ide_tisztan_hungary-146-175.mp3,56469|c/o_fickle_fortune-a_celebration_of_robert_burns-20-the_sun_he_is_sunk_in_the_west-30-59.mp3,6638|b/philharmonia_baroque-mozart_orchestral_works-02-concerto_for_flute_and_orchestra_in_g_major_kv313_allegro-320-349.mp3,6.5401359038169566,6.5048251863423596,560.88769910858184,653.0101785678296,1
27333|a/kitka-nectar-06-hopp_ide_tisztan_hungary-146-175.mp3,56469|c/o_fickle_fortune-a_celebration_of_robert_burns-20-the_sun_he_is_sunk_in_the_west-30-59.mp3,6638|b/philharmonia_baroque-mozart_orchestral_works-02-concerto_for_flute_and_orchestra_in_g_major_kv313_allegro-320-349.mp3,7.5113312042443585,6.7168418947061692,676.53757008833054,631.80175196425898,1
22058|1/mijo-fata_morgana-05-deep_bass_9-146-175.mp3,43611|8/stargarden-music_for_modern_listening-10-p5_mon_amour-146-175.mp3,31227|b/shane_jackman-sanctuary-07-early_frost-175-204.mp3,6.931962949940961,7.9551494556422586,1659.0186235380274,550.75290579241982,1
22058|1/mijo-fata_morgana-05-deep_bass_9-146-175.mp3,43611|8/stargarden-music_for_modern_listening-10-p5_mon_amour-146-175.mp3,31227|b/shane_jackman-sanctuary-07-early_frost-175-204.mp3,6.1514688909182027,7.7117308483362539,1507.2048386672814,1251.7725560663157,1
12454|9/suzanne_teng-enchanted_wind-03-dark_moon-494-523.mp3,11351|1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-03-7_variations_on_a_theme_from_the_magic_flute_in_eb_woo_46-378-407.mp3,43707|8/justin_bianco-phoenix-10-pieces_of_every_day-59-88.mp3,7.1366412832112758,7.8320730064067758,409.85698922859797,979.56199430452784,1
12454|9/suzanne_teng-enchanted_wind-03-dark_moon-494-523.mp3,11351|1/tanya_tomkins_and_eric_zivian-beethoven_piano_and_cello_works-03-7_variations_on_a_theme_from_the_magic_flute_in_eb_woo_46-378-407.mp3,43707|8/justin_bianco-phoenix-10-pieces_of_every_day-59-88.mp3,4.9429591295455602,6.5009845175534471,388.38151571472065,995.09333665384361,1
1757|8/tim_rayborn-veils_of_light-01-gilim-0-29.mp3,41280|6/curandero-curandero-09-teddy_bear-30-59.mp3,27347|f/ivilion-sartinal-06-hshante-233-262.mp3,5.9658979043674201,5.7220787201028926,543.07756079518595,1253.0268620501386,1
1757|8/tim_rayborn-veils_of_light-01-gilim-0-29.mp3,41280|6/curandero-curandero-09-teddy_bear-30-59.mp3,27347|f/ivilion-sartinal-06-hshante-233-262.mp3,6.1177387128746643,6.4748022389383575,548.12853178555179,1067.354721400256,1
52495|b/richard_savino-mertz__bardic_sounds-15-childrens_fairy_tale-320-349.mp3,37661|1/zilla-egg-08-sun_of_many_maps-291-320.mp3,6809|2/roots_of_rebellion-surfacing-02-declaration-233-262.mp3,4.2464213419839743,4.7705121378758273,1766.1967540044793,1227.0659303135587,1
52495|b/richard_savino-mertz__bardic_sounds-15-childrens_fairy_tale-320-349.mp3,37661|1/zilla-egg-08-sun_of_many_maps-291-320.mp3,6809|2/roots_of_rebellion-surfacing-02-declaration-233-262.mp3,5.8365051259458323,6.2388345681217157,1735.5631632152083,716.21344212247027,1
8305|f/tilopa-turkishauch-02-meifrui_i-204-233.mp3,24470|e/touchinggrace-submission-05-sitar_study-204-233.mp3,6020|d/ambient_teknology-the_all_seeing_eye_project-02-all_seeing_eye-146-175.mp3,6.9687069983426557,3.3217150561069642,856.29658839634385,1428.2619873546614,1
8305|f/tilopa-turkishauch-02-meifrui_i-204-233.mp3,24470|e/touchinggrace-submission-05-sitar_study-204-233.mp3,6020|d/ambient_teknology-the_all_seeing_eye_project-02-all_seeing_eye-146-175.mp3,4.9965010227022351,5.6985488473621322,719.85047222842786,1000.2401025642625,1
2878|f/satori-healing_sounds_of_tibet-01-moon_night-175-204.mp3,50177|8/philharmonia_baroque-cd2_scarlatti__cecilian_vespers-13-magnificat__fecit_potentiam-59-88.mp3,13057|b/the_bots-now_is_the_time-03-freak-117-146.mp3,7.3989734707850756,6.4328174746715323,862.88968004370236,1097.1022855651499,1
2878|f/satori-healing_sounds_of_tibet-01-moon_night-175-204.mp3,50177|8/philharmonia_baroque-cd2_scarlatti__cecilian_vespers-13-magnificat__fecit_potentiam-59-88.mp3,13057|b/the_bots-now_is_the_time-03-freak-117-146.mp3,5.4019585936571186,6.6099717604747346,749.11903749216299,1075.3234769283413,1
13286|3/sherefe-opium-03-huzam_kamelieriko-59-88.mp3,17708|1/jeff_wahl-guinevere-04-freedom-30-59.mp3,28835|9/self_delusion-happiness_hurts_me-06-secret_life-175-204.mp3,7.0889224452793851,8.6914696723659812,812.24601165522085,603.65665092066774,1
13286|3/sherefe-opium-03-huzam_kamelieriko-59-88.mp3,17708|1/jeff_wahl-guinevere-04-freedom-30-59.mp3,28835|9/self_delusion-happiness_hurts_me-06-secret_life-175-204.mp3,11.389129793342201,7.8733509957896111,801.35020334754108,816.12797667561517,1
18557|1/touchinggrace-the_reformation_sessions-04-melon_tropic_sunrise-378-407.mp3,50294|2/shira_kammen-the_almanac-13-o_western_wind-59-88.mp3,40792|4/john_williams-long_ride_home-09-she_walks-30-59.mp3,5.1207309018410241,8.3815869454177196,710.92564827873537,876.62327494732017,1
18557|1/touchinggrace-the_reformation_sessions-04-melon_tropic_sunrise-378-407.mp3,50294|2/shira_kammen-the_almanac-13-o_western_wind-59-88.mp3,40792|4/john_williams-long_ride_home-09-she_walks-30-59.mp3,4.8492391098867129,6.9410668078266813,611.55576649313116,895.38300825983538,1
52931|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-15-ouverture_burlesque_ouverture_a_la_polonaise_telemann-117-146.mp3,58140|b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-26-suite_in_f_major__allemande-146-175.mp3,37834|f/memories_of_tomorrow-waiting_for_dawn-08-the_games_you_play_trance_mix-88-117.mp3,5.8813320219482064,4.5649245219532935,884.32846948403198,528.91866987475521,1
52931|d/janine_johnson-telemann_harpsichord_solos_from_der_getreue_music_meister-15-ouverture_burlesque_ouverture_a_la_polonaise_telemann-117-146.mp3,58140|b/hanneke_van_proosdij-harpsichord_suites_of_chambonnieres-26-suite_in_f_major__allemande-146-175.mp3,37834|f/memories_of_tomorrow-waiting_for_dawn-08-the_games_you_play_trance_mix-88-117.mp3,5.6957743177287101,5.584010508170695,836.70488590330012,855.66299968040892,1
32218|8/tim_rayborn-veils_of_light-07-maaz_zami-30-59.mp3,9899|5/edward_martin_and_paul_berget-baroque_lute_duets-02-sonata_in_c_major_weiss__allegro_1_and_2-204-233.mp3,10775|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-1480-1509.mp3,7.1674203944329689,6.0925627518408154,1092.8463563348228,987.92211593448087,1
32218|8/tim_rayborn-veils_of_light-07-maaz_zami-30-59.mp3,9899|5/edward_martin_and_paul_berget-baroque_lute_duets-02-sonata_in_c_major_weiss__allegro_1_and_2-204-233.mp3,10775|7/dac_crowell-the_sea_and_the_sky-02-umi_no_kami_ni_kansha-1480-1509.mp3,6.8968884522332479,6.9107354273292625,1074.5898861105979,849.72247010579861,1
8688|3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3,19207|3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-30-59.mp3,42533|1/janine_johnson-j_s__bach_works_for_harpsichord-10-english_suite_no_3_in_g_minor__prelude-59-88.mp3,5.1070550541614246,5.85910071652419,305.66317419432073,442.18117970139923,1
8688|3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3,19207|3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-30-59.mp3,42533|1/janine_johnson-j_s__bach_works_for_harpsichord-10-english_suite_no_3_in_g_minor__prelude-59-88.mp3,5.6793583709647342,5.4171497569067109,250.31771405516201,523.80339070828484,1
8688|3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3,19207|3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-30-59.mp3,2086|c/dj_markitos-inside_your_dreams-01-interplanetary_travel-233-262.mp3,5.1070550541614246,5.8255196854282785,305.66317419432073,290.5562280749013,1
8688|3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3,19207|3/mandrake_root-the_seventh_mirror-04-put_your_money_where_your_mouth_is-30-59.mp3,2086|c/dj_markitos-inside_your_dreams-01-interplanetary_travel-233-262.mp3,5.6793583709647342,5.8534519709833095,250.31771405516201,400.30711089102346,1
8688|3/mandrake_root-the_seventh_mirror-02-one_in_a_million-88-117.mp3,48344|6/norine_braun-crow-12-mantra-59-88.mp3,42533|1/janine_johnson-j_s__bach_works_for_harpsichord-10-english_suite_no_3_in_g_minor__prelude-59-88.mp3,6.2208694784537286,5.85910071652419,457.40358813168541,442.18117970139923,1
